,index,point,time,gametime,ash_points,ben_points,server,game_num,point_type
4365,1,0,1593996886.9412854,1593996863,1,1,1,119,0
4366,2,0,1593996897.444146,1593996863,1,2,0,119,0
4367,3,1,1593996904.5766206,1593996863,2,2,0,119,0
4368,4,1,1593996915.6622033,1593996863,3,2,1,119,0
4369,5,1,1593996922.0570385,1593996863,4,2,1,119,0
4370,6,1,1593996930.7120416,1593996863,5,2,0,119,0
4371,7,1,1593996945.8057435,1593996863,6,2,0,119,0
4372,8,1,1593996955.0272577,1593996863,7,2,1,119,0
4373,9,1,1593996963.99957,1593996863,8,2,1,119,0
4374,10,1,1593996974.7480123,1593996863,9,2,0,119,0
4375,11,0,1593996980.4104066,1593996863,9,3,0,119,0
4376,12,0,1593996999.0108137,1593996863,9,4,1,119,0
4377,13,1,1593997008.4706957,1593996863,10,4,1,119,0
4378,14,0,1593997017.370677,1593996863,10,5,0,119,0
4379,15,0,1593997026.3509195,1593996863,10,6,0,119,0
4380,16,1,1593997041.29209,1593996863,11,6,1,119,0
4381,17,1,1593997048.8887386,1593996863,12,6,1,119,0
4382,18,1,1593997053.656501,1593996863,13,6,0,119,0
4383,19,0,1593997075.8496377,1593996863,13,7,0,119,0
4384,20,0,1593997087.633941,1593996863,13,8,1,119,0
4385,21,1,1593997103.135323,1593996863,14,8,1,119,0
4386,22,1,1593997109.6871982,1593996863,15,8,0,119,0
4387,23,0,1593997119.7930572,1593996863,15,9,0,119,0
4388,24,1,1593997124.7568471,1593996863,16,9,1,119,0
4389,25,1,1593997132.67763,1593996863,17,9,1,119,0
4390,26,1,1593997174.9579353,1593996863,18,9,0,119,0
4391,27,0,1593997190.5519757,1593996863,18,10,0,119,0
4392,28,0,1593997202.258098,1593996863,18,11,1,119,0
4393,29,1,1593997211.8619452,1593996863,19,11,1,119,0
4394,30,0,1593997222.1042144,1593996863,19,12,0,119,0
4395,31,0,1593997230.9715545,1593996863,19,13,0,119,0
4396,32,1,1593997244.4524403,1593996863,20,13,1,119,0
4397,33,0,1593997256.334054,1593996863,20,14,1,119,0
4398,34,1,1593997265.7891243,1593996863,21,14,0,119,0
4399,0,0,1593997297.488288,1593997286,0,1,0,120,1
4400,1,0,1593997310.737666,1593997286,0,2,0,120,0
4401,2,0,1593997316.0744035,1593997286,0,3,1,120,0
4402,3,0,1593997320.547648,1593997286,0,4,1,120,0
4403,4,1,1593997330.0151114,1593997286,1,4,0,120,0
4404,5,0,1593997341.253792,1593997286,1,5,0,120,0
4405,6,1,1593997346.7608933,1593997286,2,5,1,120,0
4406,7,1,1593997356.2289078,1593997286,3,5,1,120,0
4407,8,0,1593997370.6237638,1593997286,3,6,0,120,0
4408,9,1,1593997380.81869,1593997286,4,6,0,120,0
4409,10,1,1593997392.3868709,1593997286,5,6,1,120,0
4410,11,0,1593997404.2912989,1593997286,5,7,1,120,0
4411,12,0,1593997411.846685,1593997286,5,8,0,120,0
4412,13,0,1593997424.6117775,1593997286,5,9,0,120,0
4413,14,0,1593997430.9215648,1593997286,5,10,1,120,0
4414,15,0,1593997441.915354,1593997286,5,11,1,120,0
4415,16,0,1593997449.999616,1593997286,5,12,0,120,0
4416,17,1,1593997468.6521661,1593997286,6,12,0,120,0
4417,18,1,1593997473.3602927,1593997286,7,12,1,120,0
4418,19,0,1593997487.8957875,1593997286,7,13,1,120,0
4419,20,0,1593997493.91564,1593997286,7,14,0,120,0
4420,21,1,1593997503.6902723,1593997286,8,14,0,120,0
4421,22,1,1593997515.2283843,1593997286,9,14,1,120,0
4422,23,0,1593997520.0830176,1593997286,9,15,1,120,0
4423,24,1,1593997531.3885632,1593997286,10,15,0,120,0
4424,25,1,1593997539.3814197,1593997286,11,15,0,120,0
4425,26,1,1593997553.4930637,1593997286,12,15,1,120,0
4426,27,1,1593997560.12413,1593997286,13,15,1,120,0
4427,28,0,1593997571.8339672,1593997286,13,16,0,120,0
4428,29,0,1593997590.6690412,1593997286,13,17,0,120,0
4429,30,1,1593997598.5216,1593997286,14,17,1,120,0
4430,31,0,1593997608.5251253,1593997286,14,18,1,120,0
4431,32,1,1593997618.2098606,1593997286,15,18,0,120,0
4432,33,0,1593997629.105012,1593997286,15,19,0,120,0
4433,34,1,1593997640.7335076,1593997286,16,19,1,120,0
4434,35,1,1593997654.9429681,1593997286,17,19,1,120,0
4435,36,1,1593997676.7031324,1593997286,18,19,0,120,0
4436,37,1,1593997690.5032244,1593997286,19,19,0,120,0
4437,38,0,1593997700.532693,1593997286,19,20,1,120,0
4438,39,1,1593997714.6695936,1593997286,20,20,1,120,0
4439,40,1,1593997725.8365967,1593997286,21,20,0,120,0
4440,41,0,1593997737.866154,1593997286,21,21,1,120,0
4441,42,0,1593997755.2722213,1593997286,21,22,0,120,0
4442,43,1,1593997766.9041107,1593997286,22,22,1,120,0
4443,44,0,1593997783.5666368,1593997286,22,23,0,120,0
4444,45,0,1593997792.7046056,1593997286,22,24,1,120,0
4445,0,0,1593997822.837715,1593997805,0,1,1,121,1
4446,1,0,1593997829.8078592,1593997805,0,2,1,121,0
4447,2,1,1593997842.6581032,1593997805,1,2,0,121,0
4448,3,1,1593997850.6715324,1593997805,2,2,0,121,0
4449,4,1,1593997857.8709338,1593997805,3,2,1,121,0
4450,5,0,1593997866.573961,1593997805,3,3,1,121,0
4451,6,1,1593997877.1614747,1593997805,4,3,0,121,0
4452,7,0,1593997888.2560205,1593997805,4,4,0,121,0
4453,8,1,1593997892.8743243,1593997805,5,4,1,121,0
4454,9,1,1593997912.3440564,1593997805,6,4,1,121,0
4455,10,1,1593997921.5938985,1593997805,7,4,0,121,0
4456,11,1,1593997930.6741667,1593997805,8,4,0,121,0
4457,12,0,1593997940.9437852,1593997805,8,5,1,121,0
4458,13,0,1593997951.6131644,1593997805,8,6,1,121,0
4459,14,0,1593997973.4188168,1593997805,8,7,0,121,0
4460,15,0,1593997999.8502467,1593997805,8,8,0,121,0
4461,16,1,1593998012.9506078,1593997805,9,8,1,121,0
4462,17,0,1593998027.2185597,1593997805,9,9,1,121,0
4463,18,1,1593998032.8133848,1593997805,10,9,0,121,0
4464,19,0,1593998051.4519696,1593997805,10,10,0,121,0
4465,20,0,1593998057.2368495,1593997805,10,11,1,121,0
4466,21,0,1593998067.4088247,1593997805,10,12,1,121,0
4467,22,0,1593998073.9539566,1593997805,10,13,0,121,0
4468,23,1,1593998085.5956202,1593997805,11,13,0,121,0
4469,24,1,1593998091.9122233,1593997805,12,13,1,121,0
4470,25,0,1593998101.5171967,1593997805,12,14,1,121,0
4471,26,0,1593998113.626876,1593997805,12,15,0,121,0
4472,27,1,1593998122.917923,1593997805,13,15,0,121,0
4473,28,0,1593998144.780856,1593997805,13,16,1,121,0
4474,29,0,1593998155.0853443,1593997805,13,17,1,121,0
4475,30,0,1593998161.7982545,1593997805,13,18,0,121,0
4476,31,1,1593998174.8803833,1593997805,14,18,0,121,0
4477,32,1,1593998183.2866554,1593997805,15,18,1,121,0
4478,33,1,1593998195.009828,1593997805,16,18,1,121,0
4479,34,1,1593998218.7007194,1593997805,17,18,0,121,0
4480,35,0,1593998231.444153,1593997805,17,19,0,121,0
4481,36,1,1593998239.280094,1593997805,18,19,1,121,0
4482,37,0,1593998258.2784295,1593997805,18,20,1,121,0
4483,38,1,1593998280.430101,1593997805,19,20,0,121,0
4484,39,1,1593998301.7806096,1593997805,20,20,0,121,0
4485,40,0,1593998320.5645566,1593997805,20,21,1,121,0
4486,41,0,1593998328.088369,1593997805,20,22,0,121,0
4487,0,0,1594081339.1370502,1594081321,0,1,1,122,2
4488,1,0,1594081352.4081671,1594081321,0,2,1,122,0
4489,2,0,1594081363.0932326,1594081321,0,3,0,122,0
4490,3,1,1594081378.8637145,1594081321,1,3,0,122,0
4491,4,1,1594081390.1841748,1594081321,2,3,1,122,0
4492,5,1,1594081396.7434072,1594081321,3,3,1,122,0
4493,6,0,1594081410.6667132,1594081321,3,4,0,122,0
4494,7,1,1594081424.4970589,1594081321,4,4,0,122,0
4495,8,0,1594081439.0990498,1594081321,4,5,1,122,0
4496,9,1,1594081446.872441,1594081321,5,5,1,122,0
4497,10,0,1594081463.5475895,1594081321,5,6,0,122,0
4498,11,0,1594081479.3156028,1594081321,5,7,0,122,0
4499,12,1,1594081486.0380135,1594081321,6,7,1,122,0
4500,13,1,1594081499.8425684,1594081321,7,7,1,122,0
4501,14,1,1594081514.6357763,1594081321,8,7,0,122,0
4502,15,0,1594081525.8087065,1594081321,8,8,0,122,0
4503,16,1,1594081533.5032544,1594081321,9,8,1,122,0
4504,17,1,1594081548.218686,1594081321,10,8,1,122,0
4505,18,1,1594081557.2759025,1594081321,11,8,0,122,0
4506,19,0,1594081572.2962556,1594081321,11,9,0,122,0
4507,20,0,1594081586.089266,1594081321,11,10,1,122,0
4508,21,0,1594081596.6623652,1594081321,11,11,1,122,0
4509,22,0,1594081614.9066925,1594081321,11,12,0,122,0
4510,23,0,1594081623.645203,1594081321,11,13,0,122,0
4511,24,0,1594081630.59264,1594081321,11,14,1,122,0
4512,25,0,1594081642.3655484,1594081321,11,15,1,122,0
4513,26,0,1594081652.840567,1594081321,11,16,0,122,0
4514,27,1,1594081678.2502139,1594081321,12,16,0,122,0
4515,28,1,1594081688.6728268,1594081321,13,16,1,122,0
4516,29,0,1594081696.5134716,1594081321,13,17,1,122,0
4517,30,1,1594081707.546599,1594081321,14,17,0,122,0
4518,31,0,1594081722.3113027,1594081321,14,18,0,122,0
4519,32,1,1594081730.3839493,1594081321,15,18,1,122,0
4520,33,1,1594081742.4618704,1594081321,16,18,1,122,0
4521,34,1,1594081752.579088,1594081321,17,18,0,122,0
4522,35,1,1594081761.4844775,1594081321,18,18,0,122,0
4523,36,1,1594081784.2633235,1594081321,19,18,1,122,0
4524,37,1,1594081791.797225,1594081321,20,18,1,122,0
4525,38,1,1594081803.0894892,1594081321,21,18,0,122,0
4526,0,1,1594081841.4921298,1594081831,1,0,0,123,1
4527,1,1,1594081852.3328621,1594081831,2,0,0,123,0
4528,2,0,1594081864.1583085,1594081831,2,1,1,123,0
4529,3,0,1594081871.9781005,1594081831,2,2,1,123,0
4530,4,0,1594081883.6355193,1594081831,2,3,0,123,0
4531,5,1,1594081893.6641781,1594081831,3,3,0,123,0
4532,6,1,1594081901.7764251,1594081831,4,3,1,123,0
4533,7,1,1594081911.2344096,1594081831,5,3,1,123,0
4534,8,1,1594081919.3417637,1594081831,6,3,0,123,0
4535,9,1,1594081926.7215905,1594081831,7,3,0,123,0
4536,10,0,1594081939.8275182,1594081831,7,4,1,123,0
4537,11,1,1594081950.0844696,1594081831,8,4,1,123,0
4538,12,1,1594081966.1467907,1594081831,9,4,0,123,0
4539,13,0,1594081978.8351912,1594081831,9,5,0,123,0
4540,14,0,1594081986.0024474,1594081831,9,6,1,123,0
4541,15,1,1594081990.7764912,1594081831,10,6,1,123,0
4542,16,1,1594082002.1775146,1594081831,11,6,0,123,0
4543,17,1,1594082013.2453015,1594081831,12,6,0,123,0
4544,18,1,1594082019.973081,1594081831,13,6,1,123,0
4545,19,1,1594082030.2456472,1594081831,14,6,1,123,0
4546,20,0,1594082036.9707522,1594081831,14,7,0,123,0
4547,21,0,1594082054.6630774,1594081831,14,8,0,123,0
4548,22,0,1594082064.4076135,1594081831,14,9,1,123,0
4549,23,0,1594082075.3258302,1594081831,14,10,1,123,0
4550,24,1,1594082084.5009973,1594081831,15,10,0,123,0
4551,25,0,1594082094.4572396,1594081831,15,11,0,123,0
4552,26,0,1594082107.3019423,1594081831,15,12,1,123,0
4553,27,0,1594082123.2124486,1594081831,15,13,1,123,0
4554,28,0,1594082136.4716973,1594081831,15,14,0,123,0
4555,29,0,1594082151.8745918,1594081831,15,15,0,123,0
4556,30,1,1594082161.7447443,1594081831,16,15,1,123,0
4557,31,0,1594082179.630886,1594081831,16,16,1,123,0
4558,32,0,1594082187.0260978,1594081831,16,17,0,123,0
4559,33,1,1594082198.3611057,1594081831,17,17,0,123,0
4560,34,1,1594082207.7354681,1594081831,18,17,1,123,0
4561,35,0,1594082216.9415946,1594081831,18,18,1,123,0
4562,36,1,1594082228.4192472,1594081831,19,18,0,123,0
4563,37,0,1594082240.8709066,1594081831,19,19,0,123,0
4564,38,0,1594082254.3695724,1594081831,19,20,1,123,0
4565,39,1,1594082261.8192782,1594081831,20,20,1,123,0
4566,40,0,1594082274.9844015,1594081831,20,21,0,123,0
4567,41,0,1594082284.0464644,1594081831,20,22,1,123,0
4568,0,0,1594082308.7233477,1594082302,0,1,0,124,1
4569,1,1,1594082316.252384,1594082302,1,1,0,124,0
4570,2,0,1594082323.0601742,1594082302,1,2,1,124,0
4571,3,1,1594082332.9126995,1594082302,2,2,1,124,0
4572,4,0,1594082347.0152886,1594082302,2,3,0,124,0
4573,5,0,1594082353.2473807,1594082302,2,4,0,124,0
4574,6,1,1594082370.990627,1594082302,3,4,1,124,0
4575,7,1,1594082380.0677955,1594082302,4,4,1,124,0
4576,8,0,1594082390.2616718,1594082302,4,5,0,124,0
4577,9,1,1594082408.9133267,1594082302,5,5,0,124,0
4578,10,0,1594082425.4239924,1594082302,5,6,1,124,0
4579,11,1,1594082441.916596,1594082302,6,6,1,124,0
4580,12,0,1594082451.3078341,1594082302,6,7,0,124,0
4581,13,1,1594082463.9923131,1594082302,7,7,0,124,0
4582,14,0,1594082473.2098455,1594082302,7,8,1,124,0
4583,15,1,1594082484.2508163,1594082302,8,8,1,124,0
4584,16,1,1594082499.5283275,1594082302,9,8,0,124,0
4585,17,1,1594082506.4129505,1594082302,10,8,0,124,0
4586,18,0,1594082515.4954073,1594082302,10,9,1,124,0
4587,19,1,1594082531.656997,1594082302,11,9,1,124,0
4588,20,0,1594082541.505677,1594082302,11,10,0,124,0
4589,21,0,1594082546.923436,1594082302,11,11,0,124,0
4590,22,0,1594082565.5161204,1594082302,11,12,1,124,0
4591,23,0,1594082577.1410272,1594082302,11,13,1,124,0
4592,24,1,1594082583.0383046,1594082302,12,13,0,124,0
4593,25,1,1594082589.0240011,1594082302,13,13,0,124,0
4594,26,0,1594082602.756645,1594082302,13,14,1,124,0
4595,27,1,1594082610.8388643,1594082302,14,14,1,124,0
4596,28,1,1594082619.5646534,1594082302,15,14,0,124,0
4597,29,0,1594082638.9476762,1594082302,15,15,0,124,0
4598,30,0,1594082647.7975068,1594082302,15,16,1,124,0
4599,31,1,1594082656.235217,1594082302,16,16,1,124,0
4600,32,0,1594082665.7730112,1594082302,16,17,0,124,0
4601,33,0,1594082683.0738685,1594082302,16,18,0,124,0
4602,34,1,1594082695.913,1594082302,17,18,1,124,0
4603,35,0,1594082711.8866105,1594082302,17,19,1,124,0
4604,36,1,1594082726.0962522,1594082302,18,19,0,124,0
4605,37,1,1594082742.080409,1594082302,19,19,0,124,0
4606,38,0,1594082767.4915385,1594082302,19,20,1,124,0
4607,39,0,1594082783.5623472,1594082302,19,21,1,124,0
4608,0,1,1594082808.7846005,1594082801,1,0,0,125,1
4609,1,0,1594082815.18486,1594082801,1,1,0,125,0
4610,2,1,1594082826.611491,1594082801,2,1,1,125,0
4611,3,0,1594082840.3446467,1594082801,2,2,1,125,0
4612,4,0,1594082862.4080877,1594082801,2,3,0,125,0
4613,5,0,1594082881.9878082,1594082801,2,4,0,125,0
4614,6,1,1594082887.9232564,1594082801,3,4,1,125,0
4615,7,1,1594082902.149155,1594082801,4,4,1,125,0
4616,8,0,1594082912.4960332,1594082801,4,5,0,125,0
4617,9,0,1594082922.3665762,1594082801,4,6,0,125,0
4618,10,1,1594082947.0102103,1594082801,5,6,1,125,0
4619,11,1,1594082953.27349,1594082801,6,6,1,125,0
4620,12,1,1594082982.031813,1594082801,7,6,0,125,0
4621,13,0,1594082983.584886,1594082801,7,7,0,125,0
4622,14,1,1594082997.7303169,1594082801,8,7,1,125,0
4623,15,1,1594083011.9643564,1594082801,9,7,1,125,0
4624,16,0,1594083023.19135,1594082801,9,8,0,125,0
4625,17,1,1594083031.442991,1594082801,10,8,0,125,0
4626,18,0,1594083038.7408478,1594082801,10,9,1,125,0
4627,19,1,1594083044.0122557,1594082801,11,9,1,125,0
4628,20,1,1594083059.028554,1594082801,12,9,0,125,0
4629,21,0,1594083075.6924744,1594082801,12,10,0,125,0
4630,22,0,1594083089.2616873,1594082801,12,11,1,125,0
4631,23,0,1594083107.9764013,1594082801,12,12,1,125,0
4632,24,1,1594083124.3596802,1594082801,13,12,0,125,0
4633,25,0,1594083135.6746385,1594082801,13,13,0,125,0
4634,26,1,1594083141.0926208,1594082801,14,13,1,125,0
4635,27,0,1594083148.5203507,1594082801,14,14,1,125,0
4636,28,1,1594083158.060195,1594082801,15,14,0,125,0
4637,29,0,1594083171.3029165,1594082801,15,15,0,125,0
4638,30,1,1594083176.5557506,1594082801,16,15,1,125,0
4639,31,0,1594083188.9060373,1594082801,16,16,1,125,0
4640,32,0,1594083196.9105155,1594082801,16,17,0,125,0
4641,33,0,1594083213.6212695,1594082801,16,18,0,125,0
4642,34,1,1594083221.3059084,1594082801,17,18,1,125,0
4643,35,0,1594083229.710055,1594082801,17,19,1,125,0
4644,36,1,1594083242.1611905,1594082801,18,19,0,125,0
4645,37,1,1594083260.500922,1594082801,19,19,0,125,0
4646,38,0,1594083275.6749847,1594082801,19,20,1,125,0
4647,39,1,1594083282.4913816,1594082801,20,20,1,125,0
4648,40,1,1594083298.9676514,1594082801,21,20,0,125,0
4649,41,1,1594083313.6855724,1594082801,22,20,1,125,0
4650,0,1,1594083337.9025319,1594083329,1,0,0,126,1
4651,1,0,1594083367.886384,1594083329,1,1,0,126,0
4652,2,1,1594083459.8475845,1594083329,2,1,1,126,0
4653,3,1,1594083461.1965995,1594083329,3,1,1,126,0
4654,4,1,1594083476.6425564,1594083329,4,1,0,126,0
4655,5,0,1594083488.5901437,1594083329,4,2,0,126,0
4656,6,1,1594083493.6395602,1594083329,5,2,1,126,0
4657,7,0,1594083503.2229924,1594083329,5,3,1,126,0
4658,8,1,1594083518.013141,1594083329,6,3,0,126,0
4659,9,0,1594083525.2558339,1594083329,6,4,0,126,0
4660,10,1,1594083533.2755682,1594083329,7,4,1,126,0
4661,11,0,1594083544.915784,1594083329,7,5,1,126,0
4662,12,0,1594083553.50248,1594083329,7,6,0,126,0
4663,13,0,1594083572.045999,1594083329,7,7,0,126,0
4664,14,1,1594083577.4966104,1594083329,8,7,1,126,0
4665,15,1,1594083587.123689,1594083329,9,7,1,126,0
4666,16,1,1594083595.956004,1594083329,10,7,0,126,0
4667,17,1,1594083610.7266896,1594083329,11,7,0,126,0
4668,18,0,1594083622.3635886,1594083329,11,8,1,126,0
4669,19,1,1594083629.4839847,1594083329,12,8,1,126,0
4670,20,0,1594083645.7940931,1594083329,12,9,0,126,0
4671,21,0,1594083661.3846793,1594083329,12,10,0,126,0
4672,22,0,1594083668.9100444,1594083329,12,11,1,126,0
4673,23,0,1594083674.905029,1594083329,12,12,1,126,0
4674,24,1,1594083703.3824801,1594083329,13,12,0,126,0
4675,25,0,1594083714.5530584,1594083329,13,13,0,126,0
4676,26,0,1594083725.5315657,1594083329,13,14,1,126,0
4677,27,1,1594083740.7915254,1594083329,14,14,1,126,0
4678,28,0,1594083762.0289752,1594083329,14,15,0,126,0
4679,29,1,1594083777.6120167,1594083329,15,15,0,126,0
4680,30,1,1594083786.340021,1594083329,16,15,1,126,0
4681,31,1,1594083797.3665273,1594083329,17,15,1,126,0
4682,32,1,1594083804.894617,1594083329,18,15,0,126,0
4683,33,1,1594083821.0495431,1594083329,19,15,0,126,0
4684,34,1,1594083831.9070272,1594083329,20,15,1,126,0
4685,35,1,1594083837.4327989,1594083329,21,15,1,126,0
4686,0,0,1594083900.225735,1594083862,0,1,1,127,1
4687,1,0,1594083917.288469,1594083862,0,2,1,127,0
4688,2,0,1594083921.994293,1594083862,0,3,0,127,0
4689,3,1,1594083938.4884973,1594083862,1,3,0,127,0
4690,4,0,1594083956.4512494,1594083862,1,4,1,127,0
4691,5,0,1594083964.6900387,1594083862,1,5,1,127,0
4692,6,1,1594083979.866918,1594083862,2,5,0,127,0
4693,7,1,1594083991.3451676,1594083862,3,5,0,127,0
4694,8,1,1594084000.9730487,1594083862,4,5,1,127,0
4695,9,1,1594084011.25267,1594083862,5,5,1,127,0
4696,10,0,1594084024.6826937,1594083862,5,6,0,127,0
4697,11,0,1594084033.429657,1594083862,5,7,0,127,0
4698,12,0,1594084042.6428478,1594083862,5,8,1,127,0
4699,13,0,1594084057.4556382,1594083862,5,9,1,127,0
4700,14,0,1594084077.720782,1594083862,5,10,0,127,0
4701,15,0,1594084085.5637703,1594083862,5,11,0,127,0
4702,16,0,1594084093.492863,1594083862,5,12,1,127,0
4703,17,0,1594084101.3642213,1594083862,5,13,1,127,0
4704,18,0,1594084112.2139719,1594083862,5,14,0,127,0
4705,19,0,1594084124.4470918,1594083862,5,15,0,127,0
4706,20,1,1594084139.2293591,1594083862,6,15,1,127,0
4707,21,0,1594084147.0080543,1594083862,6,16,1,127,0
4708,22,0,1594084158.5580537,1594083862,6,17,0,127,0
4709,23,0,1594084166.7298236,1594083862,6,18,0,127,0
4710,24,0,1594084176.8378723,1594083862,6,19,1,127,0
4711,25,1,1594084184.803697,1594083862,7,19,1,127,0
4712,26,0,1594084199.1604443,1594083862,7,20,0,127,0
4713,27,1,1594084208.2230287,1594083862,8,20,0,127,0
4714,28,1,1594084217.215051,1594083862,9,20,1,127,0
4715,29,1,1594084230.8805227,1594083862,10,20,1,127,0
4716,30,1,1594084240.170413,1594083862,11,20,0,127,0
4717,31,1,1594084254.0708225,1594083862,12,20,0,127,0
4718,32,0,1594084274.0330162,1594083862,12,21,1,127,0
4719,0,1,1594084324.8899996,1594084297,1,0,1,128,1
4720,1,0,1594084335.7372293,1594084297,1,1,1,128,0
4721,2,0,1594084344.3903334,1594084297,1,2,0,128,0
4722,3,1,1594084352.1002893,1594084297,2,2,0,128,0
4723,4,0,1594084356.1523108,1594084297,2,3,1,128,0
4724,5,1,1594084365.033362,1594084297,3,3,1,128,0
4725,6,0,1594084372.3131196,1594084297,3,4,0,128,0
4726,7,0,1594084385.010598,1594084297,3,5,0,128,0
4727,8,1,1594084408.8238618,1594084297,4,5,1,128,0
4728,9,1,1594084425.1414585,1594084297,5,5,1,128,0
4729,10,0,1594084432.7497644,1594084297,5,6,0,128,0
4730,11,0,1594084441.7448008,1594084297,5,7,0,128,0
4731,12,0,1594084453.3332021,1594084297,5,8,1,128,0
4732,13,1,1594084468.119161,1594084297,6,8,1,128,0
4733,14,1,1594084477.921445,1594084297,7,8,0,128,0
4734,15,1,1594084488.2046368,1594084297,8,8,0,128,0
4735,16,0,1594084493.7745297,1594084297,8,9,1,128,0
4736,17,0,1594084509.8627899,1594084297,8,10,1,128,0
4737,18,0,1594084535.5150156,1594084297,8,11,0,128,0
4738,19,0,1594084549.3232315,1594084297,8,12,0,128,0
4739,20,0,1594084554.5896692,1594084297,8,13,1,128,0
4740,21,1,1594084564.13059,1594084297,9,13,1,128,0
4741,22,1,1594084580.5039082,1594084297,10,13,0,128,0
4742,23,1,1594084588.422022,1594084297,11,13,0,128,0
4743,24,1,1594084602.5513248,1594084297,12,13,1,128,0
4744,25,0,1594084614.498401,1594084297,12,14,1,128,0
4745,26,1,1594084623.8695166,1594084297,13,14,0,128,0
4746,27,0,1594084644.7554116,1594084297,13,15,0,128,0
4747,28,1,1594084653.8853643,1594084297,14,15,1,128,0
4748,29,0,1594084671.2565086,1594084297,14,16,1,128,0
4749,30,0,1594084689.926772,1594084297,14,17,0,128,0
4750,31,1,1594084696.3303614,1594084297,15,17,0,128,0
4751,32,0,1594084714.9175518,1594084297,15,18,1,128,0
4752,33,1,1594084724.2059093,1594084297,16,18,1,128,0
4753,34,0,1594084733.4984617,1594084297,16,19,0,128,0
4754,35,0,1594084742.023124,1594084297,16,20,0,128,0
4755,36,1,1594084745.791275,1594084297,17,20,1,128,0
4756,37,1,1594084766.0538898,1594084297,18,20,1,128,0
4757,38,1,1594084774.7133527,1594084297,19,20,0,128,0
4758,39,1,1594084789.2036216,1594084297,20,20,0,128,0
4759,40,0,1594084798.9216506,1594084297,20,21,1,128,0
4760,41,0,1594084814.196903,1594084297,20,22,0,128,0
4761,0,0,1594173636.7744918,1594173626,0,1,0,129,2
4762,1,1,1594173642.0409682,1594173626,1,1,0,129,0
4763,2,1,1594173662.6637206,1594173626,2,1,1,129,0
4764,3,0,1594173682.6178248,1594173626,2,2,1,129,0
4765,4,0,1594173695.357128,1594173626,2,3,0,129,0
4766,5,1,1594173703.7727733,1594173626,3,3,0,129,0
4767,6,1,1594173715.5114079,1594173626,4,3,1,129,0
4768,7,1,1594173731.8416715,1594173626,5,3,1,129,0
4769,8,0,1594173741.5971215,1594173626,5,4,0,129,0
4770,9,0,1594173760.017694,1594173626,5,5,0,129,0
4771,10,1,1594173768.4578328,1594173626,6,5,1,129,0
4772,11,0,1594173776.660031,1594173626,6,6,1,129,0
4773,12,0,1594173782.5578008,1594173626,6,7,0,129,0
4774,13,0,1594173798.7806785,1594173626,6,8,0,129,0
4775,14,0,1594173810.2262235,1594173626,6,9,1,129,0
4776,15,0,1594173815.9530659,1594173626,6,10,1,129,0
4777,16,1,1594173827.3562453,1594173626,7,10,0,129,0
4778,17,1,1594173835.5664852,1594173626,8,10,0,129,0
4779,18,1,1594173844.0488915,1594173626,9,10,1,129,0
4780,19,1,1594173853.3582418,1594173626,10,10,1,129,0
4781,20,1,1594173864.3686852,1594173626,11,10,0,129,0
4782,21,0,1594173871.8144305,1594173626,11,11,0,129,0
4783,22,1,1594173887.8865561,1594173626,12,11,1,129,0
4784,23,0,1594173896.3781128,1594173626,12,12,1,129,0
4785,24,1,1594173908.7357779,1594173626,13,12,0,129,0
4786,25,0,1594173917.5679061,1594173626,13,13,0,129,0
4787,26,0,1594173931.3470345,1594173626,13,14,1,129,0
4788,27,1,1594173937.8195226,1594173626,14,14,1,129,0
4789,28,1,1594173965.2935596,1594173626,15,14,0,129,0
4790,29,0,1594173979.4257748,1594173626,15,15,0,129,0
4791,30,0,1594173995.1962,1594173626,15,16,1,129,0
4792,31,0,1594174004.2542963,1594173626,15,17,1,129,0
4793,32,1,1594174016.568151,1594173626,16,17,0,129,0
4794,33,0,1594174030.1735919,1594173626,16,18,0,129,0
4795,34,1,1594174037.9660575,1594173626,17,18,1,129,0
4796,35,0,1594174056.3166525,1594173626,17,19,1,129,0
4797,36,0,1594174067.8296666,1594173626,17,20,0,129,0
4798,37,1,1594174082.2926822,1594173626,18,20,0,129,0
4799,38,0,1594174090.4949775,1594173626,18,21,1,129,0
4800,0,1,1594174122.4281735,1594174105,1,0,0,130,1
4801,1,1,1594174140.673954,1594174105,2,0,0,130,0
4802,2,0,1594174148.775604,1594174105,2,1,1,130,0
4803,3,0,1594174159.1544175,1594174105,2,2,1,130,0
4804,4,0,1594174171.8741765,1594174105,2,3,0,130,0
4805,5,0,1594174179.0260677,1594174105,2,4,0,130,0
4806,6,0,1594174186.23601,1594174105,2,5,1,130,0
4807,7,0,1594174207.2202969,1594174105,2,6,1,130,0
4808,8,0,1594174215.3700051,1594174105,2,7,0,130,0
4809,9,1,1594174237.677054,1594174105,3,7,0,130,0
4810,10,1,1594174255.7896588,1594174105,4,7,1,130,0
4811,11,0,1594174263.7602558,1594174105,4,8,1,130,0
4812,12,1,1594174269.433022,1594174105,5,8,0,130,0
4813,13,1,1594174285.060413,1594174105,6,8,0,130,0
4814,14,1,1594174302.2280774,1594174105,7,8,1,130,0
4815,15,1,1594174310.191079,1594174105,8,8,1,130,0
4816,16,0,1594174316.6582975,1594174105,8,9,0,130,0
4817,17,1,1594174325.638126,1594174105,9,9,0,130,0
4818,18,1,1594174332.2431104,1594174105,10,9,1,130,0
